-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
39049179,3739193,87927516,88546851,29880354,50064643,124013752,43310582,45261843,194487439,139743287,141632748,47965311,101861415,281588853,152244325,63467002,100001060,114119365,136394118,119605475,33284217,129629199,62022799,159398824
49479521,3739193,74350432,29559285,40475089,116606873,184632716,242200071,262562605,57778819,17576881,126774312,178970389,22691473,216849330,326447337,62375074,6053973,119441582,132961870,24214370,79517210,87818274,139394354,62022799,84323356,40802691
63467002,3739193,132093617,87927516,29559285,50064643,217066107,81812619,43310582,124013752,45261843,274427882,139743287,6588751,171924594,53421923,101861415,33916048,70758701,39049179,127858084,137856589,302682292,20065367,100001060,114119365,65735479,502927118,119605475,33284217,58683059,62022799,145403162
84323356,3739193,147176370,29880354,29559285,39740854,40475089,184632716,242200071,57778819,17576881,53421923,178970389,22691473,216849330,62375074,6053973,26379649,119441582,24214370,139394354,98292398,74350432,40802691,49479521
100001060,3739193,87927516,88546851,29880354,50064643,115173669,124013752,45261843,194487439,139743287,235590279,53421923,33916048,39049179,137856589,63467002,302682292,382218561,114119365,65735479,28566148,119605475,33284217,145403162
119441582,3739193,170916494,74350432,29880354,29559285,39740854,115173669,116606873,184632716,262562605,57778819,17576881,126774312,22691473,216849330,326447337,62375074,6053973,26379649,62971072,132961870,17542618,24214370,79517210,87818274,139394354,98292398,84323356,40802691,49479521
124013752,3739193,87927516,88546851,29880354,29559285,43310582,45261843,194487439,274427882,139743287,63819937,53421923,101861415,33916048,66493458,281588853,39049179,137856589,26379649,63467002,302682292,100001060,114119365,65735479,28566148,136394118,24214370,52297259,119605475,33284217,129629199,118363632,128988300,62022799,74350432,159398824
128988300,3739193,124013752,74350432,29880354
137856589,3739193,132093617,87927516,57619211,88546851,29880354,117896111,124013752,43310582,45261843,194487439,274427882,139743287,171924594,53421923,63467002,100001060,114119365,65735479,28566148,159398824,62052581,502927118,119605475,33284217,145403162
139394354,3739193,170916494,74350432,29880354,29559285,39740854,115173669,116606873,184632716,242200071,57778819,17576881,126774312,178970389,22691473,216849330,326447337,62375074,6053973,26379649,119441582,132961870,24214370,79517210,87818274,98292398,84323356,40802691,49479521
5394269,48219430,59477024,64004147,134292524,118823531,55856417,223596504,101437726,343149793,23769652,127100803,147115188,121457736,84295923,90572207,25580314,143755571
23769652,54214695,55856417,8430229,23372821,45287105,134292524,158693561,110860162,176439126,59477024,25641826,169309043,127100803,147115188,25580314,5394269,44311302,144665610,18777551,20893214,51590986,118823531,143755571
25580314,48219430,54214695,143755571,49088137,182299548,8430229,23372821,82892660,25670710,42041847,158693561,96867641,176439126,59477024,139686098,25641826,127100803,147115188,73199393,5394269,144665610,18777551,20893214,51590986,23769652,118823531,54123548
48219430,59477024,158693561,44311302,44858233,150562030,5394269,8430229,118823531,25580314,82892660,176439126
55856417,49088137,343149793,95350384,23372821,82892660,134292524,90572207,311110299,88181434,59477024,90213325,10454944,25641826,169309043,127100803,147115188,5394269,64004147,44311302,64669608,144665610,65027270,101437726,184354531,23769652,25638927,84295923,118823531,143755571
59477024,48219430,54214695,81413470,127449219,41580584,55856417,122311713,50390508,44858233,343149793,95350384,8430229,23372821,82892660,36175307,134292524,158693561,110860162,102945985,215150187,67016355,57690689,134070307,225812577,96867641,90572207,311110299,176439126,88181434,139686098,144665610,10454944,25641826,127100803,147115188,121457736,194682140,25580314,5394269,216953513,44311302,64669608,26258171,65027270,68582328,18777551,20893214,101437726,51590986,23769652,25638927,184354531,118823531,143533067,143755571
64004147,81413470,55856417,50390508,343149793,82892660,374868070,28315548,36175307,134292524,102945985,134070307,76411897,225812577,90572207,10454944,169309043,127100803,147115188,5394269,216953513,64669608,18777551,101437726,150562030,143755571
84295923,172338740,55856417,223596504,277642177,65027270,26584052,25638927,169309043,163086641,121457736,5394269
90572207,54214695,55856417,81090939,343149793,50774194,8430229,36175307,134292524,110860162,176439126,59477024,169309043,127100803,147115188,73199393,5394269,216953513,64004147,172338740,138851931,101437726,118823531,143755571
101437726,55856417,81090939,343149793,132077835,163086641,8430229,134292524,110860162,90572207,52769708,311110299,187709791,88181434,59477024,169309043,127100803,147115188,228965373,5394269,64004147,172338740,44311302,18777551,25638927,118823531,143755571
118823531,48219430,54214695,127449219,41580584,55856417,343149793,95350384,132077835,8430229,23372821,82892660,42041847,135371914,134292524,158693561,110860162,223596504,26584052,67016355,96867641,90572207,311110299,88181434,158115400,59477024,68625803,25641826,127100803,147115188,25580314,5394269,172338740,44311302,64669608,68582328,65027270,144665610,18777551,20893214,101437726,51590986,23769652,25638927,184354531,143755571
121457736,163086641,59477024,147115188,223596504,277642177,81090939,343149793,169309043,79517210,84295923,5394269
127100803,54214695,55856417,81090939,343149793,182299548,132077835,8430229,23372821,45287105,134292524,158693561,110860162,75268151,67016355,90572207,88181434,59477024,25641826,147115188,25580314,5394269,122450311,64004147,44311302,64669608,138851931,144665610,18777551,20893214,101437726,51590986,23769652,118823531,143755571
134292524,127449219,55856417,81090939,343149793,82892660,110860162,90572207,311110299,88181434,59477024,25641826,127100803,147115188,228965373,5394269,64004147,44311302,64669608,144665610,101437726,51590986,23769652,25638927,118823531,143755571
143755571,55856417,81090939,343149793,132077835,8430229,23372821,82892660,45287105,36175307,134292524,158693561,75268151,90572207,176439126,59477024,25641826,169309043,127100803,147115188,5394269,25580314,122450311,64004147,44311302,64669608,138851931,65027270,144665610,101437726,23769652,25638927,118823531
147115188,55856417,81090939,343149793,8430229,23372821,134292524,134070307,90572207,311110299,59477024,25641826,169309043,127100803,121457736,25580314,5394269,64004147,172338740,44311302,64669608,144665610,18777551,20893214,101437726,51590986,23769652,25638927,118823531,143755571
223596504,54214695,49088137,50390508,42041847,135371914,118823531,277642177,65535469,57690689,96867641,52769708,40718649,32965903,75698525,139686098,10454944,25011914,121457736,109591393,5394269,94085838,172338740,44311302,144665610,25333736,26258171,145579633,295536418,166184830,84295923,97008184,54123548
343149793,143755571,55856417,49088137,81090939,44858233,163086641,134292524,110860162,26584052,134070307,57690689,96867641,90572207,311110299,59477024,25641826,169309043,127100803,147115188,228965373,121457736,5394269,64004147,44311302,64669608,68582328,144665610,145579633,18777551,101437726,25638927,118823531,54123548
6053973,74350432,29880354,39740854,29559285,40475089,115173669,184632716,262562605,57778819,178970389,126774312,22691473,216849330,62375074,119441582,24214370,79517210,139394354,84323356,40802691,49479521
22691473,74350432,29559285,39740854,40475089,115173669,116606873,184632716,242200071,262562605,57778819,17576881,126774312,178970389,281588853,62375074,6053973,26379649,119441582,103652620,130195434,136394118,24214370,79517210,139394354,84323356,40802691,49479521
24214370,170916494,74350432,29880354,29559285,39740854,116606873,184632716,124013752,262562605,57778819,102594780,126774312,22691473,216849330,6053973,26379649,119441582,59655100,87818274,139394354,98292398,62022799,84323356,40802691,49479521
29559285,74350432,29880354,39740854,184632716,124013752,45261843,57778819,126774312,33916048,22691473,216849330,62375074,119441582,6053973,63467002,132961870,24214370,87818274,139394354,98292398,84323356,40802691,49479521
39740854,170916494,74350432,29559285,116606873,184632716,57778819,22691473,216849330,62375074,6053973,26379649,22731146,119441582,103652620,24214370,139394354,98292398,84323356,40802691
40475089,142732817,88546851,115173669,184632716,156221367,47965311,126774312,22691473,62375074,6053973,152244325,302682292,136394118,79517210,58033826,84323356,159398824,40802691,49479521
40802691,142732817,88546851,74350432,29559285,39740854,40475089,115173669,116606873,184632716,242200071,262562605,47965311,57778819,17576881,126774312,101861415,22691473,216849330,326447337,62375074,6053973,119441582,152244325,302682292,103652620,132961870,136394118,24214370,79517210,87818274,27781337,139394354,62022799,84323356,159398824,49479521
57778819,170916494,74350432,29559285,39740854,116606873,184632716,242200071,262562605,17576881,126774312,178970389,33916048,22691473,216849330,62375074,6053973,26379649,119441582,59655100,132961870,24214370,139394354,84323356,40802691,49479521
62375074,74350432,29880354,39740854,29559285,40475089,115173669,184632716,57778819,126774312,22691473,216849330,6053973,119441582,59655100,103652620,79517210,139394354,98292398,84323356,40802691,49479521
74350432,29880354,29559285,39740854,115173669,116606873,184632716,124013752,262562605,57778819,63819937,17576881,126774312,178970389,22691473,216849330,62375074,6053973,26379649,119441582,132961870,114119365,17542618,24214370,87818274,139394354,98292398,128988300,84323356,40802691,49479521
79517210,132961870,121457736,139394354,126774312,25333736,22691473,40475089,115173669,216849330,62375074,62052581,184632716,6053973,119441582,40802691,49479521
115173669,142732817,271313287,88546851,29880354,40475089,116606873,184632716,43310582,235590279,126774312,411730693,22691473,216849330,62375074,6053973,119441582,302682292,132961870,100001060,130195434,79517210,129629199,139394354,74350432,159398824,40802691
126774312,142732817,88546851,29559285,40475089,115173669,184632716,156221367,262562605,47965311,57778819,17576881,101861415,22691473,216849330,62375074,6053973,119441582,152244325,302682292,132961870,136394118,62052581,24214370,79517210,139394354,74350432,159398824,40802691,49479521
178970389,57778819,63819937,139394354,22691473,216849330,281588853,84323356,184632716,74350432,6053973,26379649,49479521
184632716,170916494,74350432,29880354,29559285,39740854,40475089,115173669,242200071,262562605,57778819,17576881,126774312,178970389,22691473,216849330,326447337,62375074,6053973,26379649,119441582,24214370,79517210,87818274,27781337,139394354,84323356,40802691,49479521
216849330,170916494,74350432,29880354,29559285,39740854,115173669,116606873,184632716,242200071,262562605,57778819,17576881,126774312,178970389,62375074,6053973,26379649,119441582,132961870,24214370,79517210,139394354,98292398,84323356,40802691,49479521
262562605,57778819,27781337,126774312,22691473,87818274,216849330,24214370,184632716,74350432,6053973,119441582,40802691,49479521
6588751,63467002
8430229,48219430,54214695,182299548,23372821,135371914,158693561,90572207,176439126,59477024,25641826,127100803,147115188,73199393,25580314,144665610,20893214,101437726,51590986,23769652,118823531,143755571
20893214,54214695,127449219,41580584,50774194,182299548,8430229,25670710,110860162,311110299,176439126,158115400,59477024,90213325,25641826,127100803,147115188,25580314,68582328,144665610,51590986,23769652,118823531
23372821,54214695,55856417,122311713,8430229,82892660,158693561,110860162,75268151,176439126,59477024,68625803,127100803,147115188,73199393,25580314,144665610,184354531,23769652,118823531,143755571
25641826,54214695,127449219,55856417,343149793,95350384,8430229,82892660,134292524,158693561,110860162,277642177,102945985,67016355,311110299,176439126,187709791,88181434,59477024,10454944,169309043,127100803,147115188,25580314,44311302,64669608,144665610,65027270,20893214,51590986,23769652,118823531,143755571
51590986,54214695,127449219,182299548,8430229,82892660,135371914,134292524,158693561,110860162,225812577,311110299,176439126,88181434,158115400,59477024,68625803,25641826,127100803,147115188,73199393,25580314,44311302,68582328,144665610,20893214,23769652,118823531
54214695,127449219,49088137,8430229,23372821,25670710,42041847,135371914,158693561,223596504,122589748,96867641,90572207,176439126,88181434,59477024,139686098,25641826,127100803,73199393,25580314,94085838,68582328,144665610,18777551,20893214,51590986,23769652,118823531,54123548
73199393,54214695,51590986,8430229,23372821,90572207,25580314,176439126
135371914,54214695,49088137,50390508,182299548,8430229,82892660,42041847,36175307,223596504,96867641,75698525,139686098,90213325,133531771,94085838,44311302,144665610,65027270,51590986,118823531,54123548
144665610,54214695,127449219,143755571,55856417,122311713,49088137,343149793,147066611,8430229,23372821,82892660,42041847,135371914,36175307,134292524,158693561,110860162,223596504,75268151,67016355,122589748,96867641,311110299,187709791,75698525,88181434,59477024,68625803,139686098,158115400,90213325,25641826,127100803,147115188,25580314,94085838,44311302,65027270,20893214,51590986,23769652,25638927,118823531,54123548
158693561,48219430,54214695,95350384,8430229,23372821,82892660,45287105,67016355,96867641,88181434,59477024,25641826,127100803,25580314,44311302,144665610,26258171,184354531,51590986,23769652,118823531,143755571
176439126,48219430,54214695,59477024,18777551,20893214,90572207,51590986,23769652,25641826,8430229,23372821,73199393,25580314,143755571
182299548,127449219,135371914,20893214,51590986,127100803,8430229,25580314,54123548
437874046,8850985,453651460,463178873
463178873,8850985,500425146,437874046,473374745,276826059
500425146,8850985,463178873
10454944,216953513,59477024,36175307,64004147,55856417,44311302,64669608,223596504,50390508,102945985,25641826,76411897
36175307,41580584,50390508,82892660,374868070,135371914,102945985,215150187,225812577,57690689,76411897,90572207,59477024,10454944,194682140,216953513,64004147,64669608,138851931,144665610,143755571
44311302,48219430,127449219,143755571,55856417,49088137,81090939,343149793,95350384,132077835,163086641,82892660,42041847,135371914,134292524,158693561,110860162,223596504,26584052,67016355,96867641,311110299,187709791,88181434,59477024,68625803,139686098,10454944,25641826,127100803,147115188,228965373,94085838,172338740,64669608,26258171,65027270,68582328,144665610,101437726,184354531,51590986,23769652,25638927,118823531,54123548
50390508,28315548,135371914,59477024,64004147,36175307,94085838,216953513,223596504,64669608,102945985,215150187,10454944,133531771,225812577,76411897,194682140,82892660
64669608,41580584,55856417,50390508,343149793,95350384,82892660,36175307,134292524,311110299,88181434,59477024,10454944,25641826,127100803,147115188,216953513,64004147,44311302,65027270,25638927,118823531,143755571
76411897,81413470,374868070,28315548,216953513,64004147,36175307,225812577,50390508,102945985,10454944,134070307,82892660
102945985,182494507,216953513,59477024,36175307,41580584,64004147,50390508,215150187,10454944,25641826,76411897,194682140,82892660
216953513,81413470,50390508,81090939,163086641,82892660,374868070,28315548,36175307,102945985,225812577,76411897,349874155,90572207,59477024,68625803,10454944,194682140,64004147,64669608,138851931
14531440,31898774,44858233,134070307
31898774,45287105,19607837,180142925,14531440,26802847,143533067
44858233,48219430,88181434,26382944,59477024,14531440,93363831,110860162,184354531,343149793,183442770,213001016,225812577,52769708,82892660
134070307,45287105,127449219,122450311,59477024,64004147,14531440,343149793,225812577,76411897,147115188
17576881,242200071,57778819,27781337,139394354,126774312,29880354,22691473,216849330,84323356,116606873,184632716,74350432,87818274,119441582,40802691,49479521
27781337,262562605,17576881,326447337,184632716,40802691
87818274,242200071,262562605,103652620,139394354,17576881,29559285,326447337,116606873,24214370,184632716,74350432,119441582,26379649,40802691,49479521
116606873,57778819,132961870,139394354,17576881,39740854,22691473,216849330,115173669,24214370,74350432,87818274,119441582,40802691,49479521
242200071,57778819,139394354,17576881,29880354,22691473,216849330,326447337,184632716,84323356,87818274,40802691,49479521
18777551,54214695,163086641,59477024,64004147,26258171,81090939,101437726,343149793,23769652,127100803,132077835,147115188,118823531,25580314,176439126
26258171,88181434,59477024,158693561,44311302,223596504,18777551
81090939,88181434,163086641,216953513,134292524,228965373,110860162,44311302,138851931,18777551,101437726,343149793,169309043,127100803,132077835,147115188,121457736,90572207,143755571
132077835,228965373,44311302,18777551,81090939,101437726,127100803,163086641,118823531,143755571
163086641,216953513,172338740,44311302,18777551,81090939,101437726,343149793,132077835,228965373,349874155,121457736,84295923
19607837,180142925,182494507,25333736,109591393,31898774,65535469,143533067,40718649,97008184
25333736,19607837,182494507,122450311,97008184,172338740,223596504,138851931,277642177,109591393,145579633,295536418,25011914,166184830,65535469,57690689,79517210,40718649,52769708
40718649,19607837,97008184,223596504,25333736,145579633,25011914,65535469,52769708,32965903
65535469,19607837,122450311,172338740,223596504,138851931,25333736,109591393,145579633,245412704,277642177,295536418,25011914,166184830,57690689,40718649,52769708,169831171
97008184,19607837,223596504,25333736,40718649,52769708
109591393,19607837,93363831,172338740,223596504,277642177,25333736,145579633,166184830,65535469,52769708,213001016
143533067,31898774,19607837,26802847,59477024
182494507,19607837,25333736,102945985,67016355,50774194,25638927
20065367,43310582,58033826,63467002
43310582,87927516,29880354,115173669,124013752,81812619,194487439,47965311,63819937,33916048,281588853,39049179,137856589,63467002,302682292,20065367,114119365,136394118,119605475,129629199,33284217,62022799,159398824
58033826,20065367,63819937,47965311,130195434,132961870,136394118,88546851,40475089,159398824,152244325,129629199
25670710,20893214,54214695,25580314
41580584,88181434,59477024,36175307,64669608,225812577,65027270,20893214,102945985,67016355,215150187,57690689,118823531,194682140,82892660
50774194,182494507,172338740,20893214,67016355,90572207
68582328,54214695,59477024,90213325,44311302,110860162,20893214,343149793,51590986,118823531
90213325,127449219,42041847,135371914,68625803,139686098,55856417,68582328,144665610,49088137,65027270,26584052,20893214,184354531,95350384,133531771,96867641,82892660,54123548
110860162,81090939,44858233,343149793,23372821,82892660,134292524,90572207,311110299,88181434,59477024,68625803,139686098,25641826,127100803,44311302,68582328,144665610,20893214,101437726,51590986,23769652,118823531
127449219,54214695,42041847,59477024,68625803,134292524,139686098,90213325,44311302,144665610,65027270,20893214,51590986,25641826,182299548,134070307,96867641,118823531,54123548
158115400,42041847,144665610,20893214,184354531,51590986,67016355,118823531,82892660
311110299,55856417,343149793,82892660,134292524,110860162,26584052,187709791,88181434,59477024,25641826,147115188,172338740,44311302,64669608,144665610,20893214,101437726,51590986,25638927,118823531
103652620,39740854,66125297,22691473,62375074,87818274,40802691
130195434,58033826,132961870,136394118,88546851,53421923,101861415,22691473,115173669,302682292
136394118,142732817,57619211,88546851,40475089,124013752,43310582,45261843,194487439,156221367,171924594,47965311,126774312,101861415,22691473,39049179,127858084,152244325,302682292,132961870,130195434,62052581,58033826,159398824,40802691
281588853,63819937,124013752,178970389,29880354,22691473,39049179,43310582,159398824,26379649,52297259
22731146,159398824,39740854
159398824,142732817,88546851,29880354,40475089,115173669,124013752,43310582,45261843,194487439,47965311,126774312,101861415,281588853,39049179,137856589,22731146,152244325,302682292,132961870,114119365,136394118,129629199,58033826,40802691
68625803,127449219,216953513,90213325,44311302,110860162,144665610,65027270,184354531,67016355,51590986,23372821,118823531
75268151,144665610,127100803,23372821,52769708,143755571
82892660,48219430,41580584,55856417,50390508,44858233,95350384,23372821,135371914,36175307,134292524,158693561,110860162,102945985,215150187,67016355,225812577,76411897,311110299,158115400,59477024,90213325,25641826,133531771,194682140,25580314,216953513,64004147,44311302,64669608,144665610,51590986,118823531,143755571
122311713,23372821,144665610,59477024
184354531,158115400,59477024,68625803,158693561,90213325,44311302,55856417,65027270,44858233,67016355,25638927,95350384,133531771,23372821,118823531,54123548
45287105,158693561,31898774,23769652,127100803,134070307,52769708,143755571
169309043,64004147,172338740,55856417,81090939,101437726,343149793,25641826,23769652,147115188,121457736,84295923,90572207,143755571
59655100,147176370,57778819,47965311,33916048,62375074,24214370
62022799,87927516,124013752,114119365,63467002,101861415,39049179,24214370,43310582,194487439,119605475,40802691,49479521
98292398,139394354,29880354,39740854,29559285,216849330,62375074,84323356,24214370,74350432,119441582
102594780,152244325,101861415,24214370,132961870
170916494,57778819,132961870,139394354,33916048,39740854,216849330,326447337,24214370,184632716,119441582
25011914,223596504,25333736,145579633,65535469,40718649,52769708
52769708,44858233,45287105,223596504,277642177,75268151,65535469,57690689,122589748,40718649,169831171,97008184,25011914,109591393,122450311,51752657,172338740,245412704,138851931,25333736,145579633,101437726,295536418,166184830
145579633,122450311,172338740,223596504,277642177,25333736,109591393,343149793,295536418,25011914,166184830,65535469,40718649,52769708,169831171
57690689,59477024,36175307,41580584,223596504,138851931,25333736,277642177,215150187,295536418,343149793,166184830,65535469,194682140,122589748,52769708
138851931,122450311,216953513,36175307,172338740,277642177,25333736,81090939,90572207,166184830,65535469,127100803,52769708,57690689,143755571
166184830,172338740,344710695,223596504,138851931,25333736,145579633,245412704,277642177,65535469,57690689,122589748,109591393,52769708
172338740,50774194,163086641,84295923,223596504,277642177,202393554,65535469,90572207,52769708,311110299,169309043,147115188,109591393,44311302,138851931,25333736,145579633,101437726,25638927,118823531,166184830
277642177,172338740,223596504,138851931,25333736,109591393,145579633,25641826,166184830,65535469,57690689,121457736,84295923,52769708
295536418,223596504,25333736,145579633,65535469,57690689,52769708
42041847,54214695,127449219,49088137,147066611,135371914,223596504,122589748,96867641,75698525,158115400,139686098,90213325,25580314,94085838,44311302,144665610,65027270,118823531,54123548
49088137,54214695,42041847,135371914,94085838,139686098,90213325,44311302,55856417,144665610,223596504,26584052,343149793,25638927,96867641,25580314,54123548
54123548,54214695,127449219,42041847,135371914,94085838,139686098,90213325,44311302,144665610,223596504,49088137,65027270,184354531,343149793,182299548,95350384,96867641,25580314
96867641,54214695,127449219,49088137,343149793,147066611,42041847,135371914,158693561,223596504,67016355,59477024,139686098,90213325,25580314,94085838,44311302,144665610,65027270,25638927,118823531,54123548
139686098,54214695,127449219,42041847,75698525,59477024,135371914,94085838,90213325,44311302,110860162,144665610,49088137,223596504,122589748,96867641,25580314,54123548
25638927,55856417,49088137,343149793,134292524,96867641,311110299,187709791,182494507,59477024,147115188,172338740,44311302,64669608,144665610,65027270,101437726,184354531,84295923,118823531,143755571
65027270,127449219,143755571,41580584,55856417,95350384,42041847,135371914,67016355,96867641,75698525,88181434,59477024,68625803,90213325,25641826,133531771,94085838,44311302,64669608,144665610,184354531,25638927,84295923,118823531,54123548
187709791,44311302,144665610,101437726,25641826,25638927,311110299
67016355,182494507,88181434,158115400,59477024,68625803,41580584,158693561,44311302,144665610,65027270,26584052,184354531,50774194,25641826,127100803,96867641,118823531,82892660
88181434,54214695,41580584,55856417,81090939,44858233,95350384,134292524,158693561,110860162,67016355,311110299,59477024,25641826,127100803,44311302,64669608,26258171,65027270,144665610,101437726,51590986,118823531
95350384,88181434,59477024,158693561,90213325,55856417,44311302,64669608,65027270,184354531,25641826,133531771,118823531,82892660,54123548
53421923,132093617,87927516,66547575,29880354,50064643,217066107,124013752,45261843,274427882,139743287,171924594,101861415,33916048,66493458,127858084,137856589,26379649,63467002,302682292,132961870,100001060,130195434,114119365,65735479,28566148,119605475,33284217,118363632,205102170,58683059,107309767,84323356,145403162
62971072,119441582,26379649
63819937,147176370,58033826,124013752,114119365,178970389,74350432,29880354,88546851,281588853,43310582,26379649,52297259
65735479,132093617,57619211,29880354,50064643,124013752,81812619,45261843,139743287,53421923,66493458,137856589,26379649,63467002,100001060,28566148,502927118,119605475,52297259,33284217,145403162
66493458,171924594,139743287,274427882,124013752,114119365,65735479,28566148,53421923,33916048,81812619,26379649,45261843,119605475,33284217
132961870,142732817,170916494,271313287,88546851,29559285,115173669,116606873,45261843,194487439,139743287,156221367,171924594,47965311,57778819,102594780,53421923,101861415,33916048,126774312,411730693,216849330,127858084,119441582,26379649,302682292,130195434,136394118,159398824,62052581,79517210,129629199,100988688,58033826,139394354,205102170,58683059,74350432,145403162,40802691,49479521
141632748,114119365,26379649,39049179
26382944,44858233,183442770,93363831,213001016
93363831,26382944,44858233,183442770,109591393,213001016
183442770,44858233,93363831,26382944,213001016
213001016,93363831,26382944,44858233,183442770,109591393
26584052,90213325,44311302,49088137,343149793,67016355,311110299,122589748,84295923,118823531
122589748,54214695,42041847,139686098,144665610,26584052,166184830,57690689,52769708
26802847,31898774,143533067
27715061,99523658,246656132,104510299,70758701,161462157,235518326
70758701,99523658,246656132,147176370,104510299,27715061,189888757,161462157,235518326,63467002
99523658,104510299,70758701,27715061,189888757,161462157,235518326
104510299,99523658,246656132,70758701,117896111,27715061,81812619,189888757,235518326
161462157,99523658,246656132,70758701,27715061,189888757,235518326
235518326,99523658,246656132,104510299,70758701,27715061,189888757,161462157
246656132,104510299,57619211,70758701,27715061,189888757,161462157,235518326
326447337,170916494,242200071,139394354,27781337,87818274,184632716,119441582,40802691,49479521
28315548,50390508,76411897,216953513,64004147
28566148,132093617,87927516,139743287,145403162,118363632,100001060,114119365,65735479,53421923,194487439,66493458,50064643,502927118,124013752,137856589,45261843,119605475,33284217
33284217,132093617,88546851,29880354,50064643,117896111,124013752,81812619,43310582,45261843,139743287,53421923,101861415,66493458,39049179,137856589,63467002,382218561,100001060,65735479,28566148,119605475,145403162
45261843,132093617,87927516,29559285,50064643,117896111,124013752,81812619,194487439,274427882,139743287,171924594,53421923,33916048,66493458,39049179,137856589,63467002,382218561,132961870,100001060,65735479,28566148,136394118,159398824,502927118,119605475,33284217,145403162
50064643,139743287,274427882,100001060,65735479,28566148,53421923,33916048,39049179,45261843,119605475,63467002,33284217
87927516,382218561,145403162,274427882,100001060,124013752,66547575,28566148,53421923,33916048,39049179,62022799,43310582,137856589,45261843,119605475,63467002,139743287
114119365,124013752,81812619,43310582,194487439,139743287,141632748,63819937,53421923,101861415,33916048,66493458,39049179,137856589,63467002,100001060,28566148,119605475,62022799,74350432,159398824
119605475,132093617,87927516,88546851,29880354,50064643,124013752,43310582,45261843,194487439,274427882,139743287,171924594,53421923,33916048,66493458,39049179,137856589,63467002,382218561,100001060,114119365,65735479,28566148,502927118,33284217,118363632,62022799,145403162
132093617,21395585,171924594,57619211,139743287,274427882,65735479,28566148,53421923,66547575,194487439,133917807,217066107,137856589,45261843,119605475,63467002,33284217
